"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Sold-Indian-Creek-e1699032423882-landscape-33bcb586805e8196b52f3259de547b37-6075e01d33cb4.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","172623","172623","172623","66.129","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.384","Wed, 25 Sep 2024 15:41:34 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Sold-Indian-Creek-e1699032423882-landscape-33bcb586805e8196b52f3259de547b37-6075e01d33cb4.png","2026-05-19 11:29:00"
"https://www.f3properties.com/wp-content/themes/astra/assets/css/minified/compatibility/page-builder/bb-plugin.min.css?ver=4.13.1","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","8","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.086","Tue, 12 May 2026 17:31:41 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/themes/astra/assets/css/minified/compatibility/page-builder/bb-plugin.min.css?ver=4.13.1","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/astra-addon/astra-addon-69e1b055c57799-53219066.css?ver=4.13.1","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.274","","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/astra-addon/astra-addon-69e1b055c57799-53219066.css?ver=4.13.1","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Westcliff-sold-landscape-e0a936680dbd6da6e831b23adcb54db6-6064723d34309.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","309164","309164","309164","118.435","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.415","Wed, 25 Sep 2024 15:41:34 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Westcliff-sold-landscape-e0a936680dbd6da6e831b23adcb54db6-6064723d34309.jpg","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/plugins/astra-addon/assets/js/minified/purify.min.js?ver=4.13.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.294","Fri, 15 May 2026 03:24:05 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/plugins/astra-addon/assets/js/minified/purify.min.js?ver=4.13.1","2026-05-19 11:29:01"
"https://www.f3properties.com/contact/","text/html; charset=UTF-8","200","OK","Indexable","","Contact – F3 Properties","23","210","","0","0","","0","Let's Talk!","11","","0","The Code of the West","20","Jason Roth","10","max-image-preview:large","","","https://www.f3properties.com/contact/","","","","","","86997","19099","19099","7.316","","127","43","2.953","100.000","Very Easy","0.903","1","1","","7","5","0","100.000","8","5","0","0","0","0","","","","","a1327e67fc260d102679ab15a1d4749e","0.329","","","","","en-US","1.1","","","","","","https://www.f3properties.com/contact/","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Highcamp-sold-landscape-ba179cdcb7cdc551aa647b17b629d4bf-6075df281f86f.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","282078","282078","282078","108.059","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.379","Wed, 25 Sep 2024 15:41:34 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Highcamp-sold-landscape-ba179cdcb7cdc551aa647b17b629d4bf-6075df281f86f.jpg","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/128-layout.css?ver=916bea4629fa8ab2f95d428093e2d515","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.277","Tue, 12 May 2026 02:49:19 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/128-layout.css?ver=916bea4629fa8ab2f95d428093e2d515","2026-05-19 11:29:01"
"https://www.f3properties.com/history/","text/html; charset=UTF-8","200","OK","Indexable","","History – F3 Properties","23","203","","0","0","","0","History","7","","0","My grandfather built modest homes, schoolhouses and iconic barns on the plains of South Dakota back in the 20’s, 30’s and 40’s.","127","","0","max-image-preview:large","","","https://www.f3properties.com/history/","","","","","","100904","22198","22198","8.504","","878","130","6.754","74.043","Fairly Easy","5.248","1","1","","6","5","0","100.000","9","5","0","0","0","0","","","","","2ffae5514d5aa174ae8cdfa0870a7a6e","0.116","","","","","en-US","1.1","","","","","","https://www.f3properties.com/history/","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.116","Wed, 09 Aug 2023 03:29:23 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","2026-05-19 11:29:01"
"https://www.f3properties.com/about/","text/html; charset=UTF-8","200","OK","Indexable","","Lifestyle & Labradors – F3 Properties","37","326","","0","0","","0","""In the late 70’s, there was an unwritten rule you had to follow in order to obtain 'Local' status""","99","","0","Lifestyle & Labradors","21","About","5","max-image-preview:large","","","https://www.f3properties.com/about/","","","","","","101416","20562","20562","7.877","","298","52","5.731","80.932","Easy","1.811","1","1","","6","5","0","100.000","26","23","0","0","0","0","","","","","e16803fb325bcb951dfa5c14ac01f112","0.364","","","","","en-US","1.1","","","","","","https://www.f3properties.com/about/","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.428","Wed, 08 Nov 2023 02:47:58 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/128-layout.js?ver=8fcc60e3585ec37608f88f953775a3fe","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.354","Tue, 12 May 2026 02:49:19 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/128-layout.js?ver=8fcc60e3585ec37608f88f953775a3fe","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","25361","25361","25361","9.715","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.122","Thu, 03 Nov 2022 18:22:24 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-150x150.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/238-layout.js?ver=c1a4ce84dfde456457a8c677e0273769","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.326","","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/238-layout.js?ver=c1a4ce84dfde456457a8c677e0273769","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/238-layout.css?ver=e7d7d702778912e400cff50f50e06c4c","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.330","","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/238-layout.css?ver=e7d7d702778912e400cff50f50e06c4c","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/250-layout.css?ver=1071a55a3e1659f9465ed93e1d6b4b30","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.336","","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/250-layout.css?ver=1071a55a3e1659f9465ed93e1d6b4b30","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/plugins/bb-plugin/css/jquery.magnificpopup.min.css?ver=2.10.2","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.289","Tue, 19 May 2026 03:13:11 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/plugins/bb-plugin/css/jquery.magnificpopup.min.css?ver=2.10.2","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/11/Raven-Bandana-735x1024.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","219673","219673","219673","84.153","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.391","Thu, 03 Nov 2022 18:22:06 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/11/Raven-Bandana-735x1024.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/JasonRoth_portriat-portrait-811b01acc70329134695b4be067e600e-60a692a15f1d9.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","134515","134515","134515","51.530","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.345","Sat, 03 Jun 2023 05:07:42 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/JasonRoth_portriat-portrait-811b01acc70329134695b4be067e600e-60a692a15f1d9.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-1024x683.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","261253","261253","261253","100.081","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.342","Thu, 03 Nov 2022 18:20:04 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-1024x683.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/03/Tana_LastHunt-1024x683.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","98509","98509","98509","37.737","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.447","Thu, 03 Nov 2022 18:22:42 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/Tana_LastHunt-1024x683.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/03/Tana_LastHunt-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","20348","20348","20348","7.795","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.430","Thu, 03 Nov 2022 18:19:15 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/Tana_LastHunt-150x150.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/05/Mally-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","20864","20864","20864","7.993","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.355","Thu, 03 Nov 2022 18:21:12 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/Mally-150x150.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/05/Snackbar-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","14863","14863","14863","5.694","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.408","Thu, 03 Nov 2022 18:20:13 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/Snackbar-150x150.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/03/KittyOcean-1024x683.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","76474","76474","76474","29.296","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.355","Thu, 03 Nov 2022 18:21:01 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/KittyOcean-1024x683.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/05/Pot-of-Gold.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","77516","77516","77516","29.695","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.444","Thu, 03 Nov 2022 18:19:29 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/Pot-of-Gold.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/03/ravenpheasants-1024x683.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","209668","209668","209668","80.320","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.344","Thu, 03 Nov 2022 18:19:16 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/ravenpheasants-1024x683.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/05/QuinnTana-SouthDaktoa.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","93246","93246","93246","35.721","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.363","Thu, 03 Nov 2022 18:19:34 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/QuinnTana-SouthDaktoa.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/05/Mally.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","84606","84606","84606","32.411","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.371","Thu, 03 Nov 2022 18:22:46 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/Mally.jpg","2026-05-19 11:29:03"
"https://www.f3properties.com/wp-content/uploads/2021/05/JR-Striped-Marlin.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","88810","88810","88810","34.021","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.326","Thu, 03 Nov 2022 18:22:27 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/JR-Striped-Marlin.jpg","2026-05-19 11:29:03"
"https://www.f3properties.com/wp-content/uploads/2021/03/KittyBlues-1024x683.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","275007","275007","275007","105.350","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.429","Thu, 03 Nov 2022 18:20:13 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/KittyBlues-1024x683.jpg","2026-05-19 11:29:03"
"https://www.f3properties.com/wp-content/plugins/bb-plugin/js/libs/jquery.mosaicflow.min.js?ver=2.10.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.289","Tue, 19 May 2026 03:13:11 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/plugins/bb-plugin/js/libs/jquery.mosaicflow.min.js?ver=2.10.2","2026-05-19 11:29:03"
"https://www.f3properties.com/wp-content/uploads/2021/03/AshlynLady-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","20881","20881","20881","7.999","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.370","Thu, 03 Nov 2022 18:23:06 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/AshlynLady-150x150.jpg","2026-05-19 11:29:03"
"https://www.f3properties.com/wp-content/uploads/2021/03/KittyOcean-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","13985","13985","13985","5.357","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.302","Thu, 03 Nov 2022 18:21:51 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/KittyOcean-150x150.jpg","2026-05-19 11:29:03"
"https://www.f3properties.com/wp-content/uploads/2021/05/Quinn-HenrysLake.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","81995","81995","81995","31.411","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.340","Thu, 03 Nov 2022 18:20:48 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/Quinn-HenrysLake.jpg","2026-05-19 11:29:03"
"https://www.f3properties.com/wp-content/uploads/2021/11/Raven-Bandana-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","6576","6576","6576","2.519","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.271","Thu, 03 Nov 2022 18:22:16 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/11/Raven-Bandana-150x150.jpg","2026-05-19 11:29:03"
